Product ID,Product Name,Product URL,Image URL,Price
20905604,Toronto Blue Jays MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20905604,"http://lf.lids.com/hwl?set=sku[20905604],c[2],w[400],h[300]&load=url[file:product]",34.99
20906340,Los Angeles Dodgers MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20906340,"http://lf.lids.com/hwl?set=sku[20906340],c[2],w[400],h[300]&load=url[file:product]",25.99
20906363,San Francisco Giants MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20906363,"http://lf.lids.com/hwl?set=sku[20906363],c[2],w[400],h[300]&load=url[file:product]",25.99
20906307,Cleveland Indians MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20906307,"http://lf.lids.com/hwl?set=sku[20906307],c[2],w[400],h[300]&load=url[file:product]",25.99
20906294,Baltimore Orioles MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20906294,"http://lf.lids.com/hwl?set=sku[20906294],c[2],w[400],h[300]&load=url[file:product]",25.99
20905579,New York Mets MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20905579,"http://lf.lids.com/hwl?set=sku[20905579],c[2],w[400],h[300]&load=url[file:product]",34.99
20905581,Oakland Athletics MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20905581,"http://lf.lids.com/hwl?set=sku[20905581],c[2],w[400],h[300]&load=url[file:product]",34.99
20905572,Milwaukee Brewers MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20905572,"http://lf.lids.com/hwl?set=sku[20905572],c[2],w[400],h[300]&load=url[file:product]",34.99
20905549,Chicago White Sox MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20905549,"http://lf.lids.com/hwl?set=sku[20905549],c[2],w[400],h[300]&load=url[file:product]",34.99
20905584,Philadelphia Phillies MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20905584,"http://lf.lids.com/hwl?set=sku[20905584],c[2],w[400],h[300]&load=url[file:product]",34.99
